log_file,label,total_duration,time_until_first_answer,time_between_last_answer_and_submit,mean_time_per_question,std_dev_time_per_question,median_time_per_question,min_time_per_question,max_time_per_question,num_tab_switches,num_answer_changes,num_revisits,num_questions_attempted,accuracy,mean_time_z_score,min_time_z_score,max_time_z_score,std_dev_time_z_score,accuracy_deviation,tab_switch_deviation,answer_change_deviation,proportion_questions_fast,proportion_questions_correct_and_fast,proportion_questions_with_tab_switch,answer_change_rate
normal_detailed_struggler_0328.json,0,2796.139,58.703,1.0,133.1495,112.2651,82.281,15.94,423.298,0,6,2,21,0.2857,0.7775,-2.1206,4.2704,1.6573,-0.4904,-1.887,3.624,0.1429,0.0476,0.0,0.2857
cheat_various_cheater_smart_0295.json,1,1969.805,37.444,1.668,65.6602,19.2819,66.656,25.689,119.393,4,2,2,30,0.9333,-0.468,-1.5859,0.6865,0.5062,0.1528,1.314,-1.414,0.0667,0.0667,0.1333,0.0667
normal_detailed_average_0083.json,0,3284.204,46.451,1.423,109.4735,50.0695,90.276,47.687,210.079,0,3,2,30,0.6667,0.6036,-0.465,1.7166,0.5503,-0.1138,-2.686,-0.414,0.0,0.0,0.0,0.1
cheat_various_cheater_slow_careful_0478.json,1,2580.609,53.594,0.706,86.0203,19.6898,82.468,55.761,118.866,0,4,1,30,0.9667,0.1823,-0.3831,1.196,0.3829,0.1862,-2.686,0.586,0.0,0.0,0.0,0.1333
cheat_various_cheater_slow_careful_0028.json,1,2653.881,60.991,0.75,88.4627,19.7518,87.026,60.312,130.655,0,3,1,30,0.9333,0.2663,-0.3579,0.9988,0.3704,0.1528,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_struggler_0144.json,0,2784.317,14.435,1.536,116.0132,94.6281,99.3445,4.867,389.171,0,12,4,24,0.375,0.6055,-2.2423,4.0712,1.6058,-0.4061,-2.138,9.27,0.0833,0.0417,0.0,0.5
normal_detailed_slow_careful_0276.json,0,3521.47,51.23,0.0,140.8588,76.5828,118.551,0.0,269.79,0,3,2,25,0.625,1.3596,-3.0566,2.6851,1.0967,-0.1602,-2.247,0.161,0.04,0.0,0.0,0.12
normal_detailed_overconfident_0315.json,0,1952.454,53.679,1.998,65.0818,29.8986,62.3675,16.577,121.702,0,2,1,30,0.4333,-0.6901,-2.0644,0.6404,0.6224,-0.3472,-2.686,-1.414,0.1333,0.1,0.0,0.0667
normal_detailed_average_0191.json,0,3369.677,53.257,1.0,112.3226,50.5624,98.1915,52.583,216.431,0,5,2,30,0.6333,0.6873,-0.524,1.6845,0.5818,-0.1472,-2.686,1.586,0.0,0.0,0.0,0.1667
cheat_various_cheater_tab_switcher_0150.json,1,2147.73,65.694,2.072,71.591,15.3642,72.714,44.429,104.244,18,1,1,30,0.7667,-0.1487,-1.2254,1.2413,0.6863,-0.0138,15.314,-2.414,0.0,0.0,0.6,0.0333
normal_detailed_struggler_0113.json,0,2684.792,73.182,1.854,122.036,86.9052,88.2395,29.411,356.849,0,8,4,22,0.4091,0.7217,-1.3508,3.8278,1.3313,-0.3716,-1.958,5.503,0.0,0.0,0.0,0.3636
normal_detailed_average_0369.json,0,3458.042,77.366,1.0,115.2681,45.4589,108.9985,54.987,224.296,0,3,2,30,0.7333,0.8765,-0.101,1.6809,0.4796,-0.0472,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_struggler_0304.json,0,2778.755,49.226,1.471,111.1502,91.5572,80.686,16.985,385.759,0,14,2,25,0.56,0.4606,-2.0975,3.8732,1.4515,-0.2319,-2.245,11.135,0.12,0.08,0.0,0.56
cheat_various_cheater_smart_0190.json,1,1919.13,44.837,18.086,63.971,19.5953,64.0415,30.608,110.868,4,3,6,30,1.0,-0.563,-1.31,0.3913,0.3896,0.2195,1.314,-0.414,0.0,0.0,0.1333,0.1
cheat_various_pre_knowledge_0225.json,1,1219.576,26.862,1.49,40.6525,12.6223,38.0655,20.642,70.598,0,0,1,30,0.9667,-1.2239,-2.0799,-0.3037,0.3909,0.1862,-2.686,-3.414,0.2333,0.2,0.0,0.0
normal_detailed_overconfident_0102.json,0,2075.046,41.395,2.353,69.1682,27.5412,66.7365,29.656,124.384,0,2,1,30,0.4333,-0.485,-1.3002,0.8259,0.4724,-0.3472,-2.686,-1.414,0.0,0.0,0.0,0.0667
normal_detailed_struggler_0168.json,0,2465.496,45.622,1.585,117.4046,105.4309,80.476,3.401,397.715,0,7,5,21,0.4762,0.3742,-2.7953,4.2424,1.6484,-0.3044,-1.843,4.593,0.1429,0.0476,0.0,0.3333
normal_detailed_slow_careful_0431.json,0,3421.512,84.222,0.0,148.7614,79.314,122.214,0.0,282.817,0,3,1,23,0.8182,1.4572,-1.9017,2.917,1.0054,0.0518,-2.035,0.375,0.0435,0.0,0.0,0.1304
cheat_various_cheater_slow_careful_0141.json,1,2622.785,60.813,1.957,87.4262,22.5106,82.4925,53.362,128.699,1,4,2,30,0.9333,0.1888,-0.2757,0.9284,0.3352,0.1528,-1.686,0.586,0.0,0.0,0.0333,0.1333
normal_detailed_struggler_0187.json,0,2626.698,35.682,1.192,114.2043,72.0447,101.339,34.971,318.226,0,16,1,23,0.4348,0.7807,-1.5653,3.9024,1.5226,-0.3345,-2.024,13.368,0.0435,0.0,0.0,0.6957
normal_detailed_topper_0137.json,0,2457.249,38.608,2.267,81.9083,38.5396,68.986,39.404,155.22,0,2,1,30,0.9333,-0.2182,-1.2218,0.5879,0.4635,0.1528,-2.686,-1.414,0.0,0.0,0.0,0.0667
cheat_various_cheater_smart_0313.json,1,1965.238,19.09,13.5,65.5079,22.124,64.9195,19.868,116.058,4,2,1,30,1.0,-0.5429,-1.8777,0.4407,0.5377,0.2195,1.314,-1.414,0.0667,0.0667,0.1333,0.0667
normal_detailed_topper_0249.json,0,2566.165,51.125,2.644,85.5388,37.6114,77.1735,38.671,153.487,0,3,2,30,0.8,-0.0961,-0.9457,0.8488,0.445,0.0195,-2.686,-0.414,0.0,0.0,0.0,0.1
cheat_various_cheater_tab_switcher_0310.json,1,2028.606,60.659,1.812,67.6202,15.1155,64.4155,45.083,106.344,13,0,2,30,0.9,-0.3156,-1.1546,0.8157,0.5041,0.1195,10.314,-3.414,0.0,0.0,0.4333,0.0
cheat_various_cheater_slow_careful_0403.json,1,2573.124,58.505,1.313,85.7708,21.2416,81.5925,57.009,121.788,0,3,3,30,0.9667,0.1461,-0.2987,0.9952,0.3121,0.1862,-2.686,-0.414,0.0,0.0,0.0,0.1
cheat_various_cheater_tab_switcher_0039.json,1,2126.86,56.425,1.738,70.8953,17.7139,69.3105,36.064,107.81,17,1,1,30,0.9667,-0.1664,-1.3209,1.4296,0.6399,0.1862,14.314,-2.414,0.0,0.0,0.5667,0.0333
normal_detailed_struggler_0095.json,0,2173.38,71.991,1.305,98.79,48.9216,86.5,35.538,249.246,0,8,2,22,0.4091,0.6181,-1.0221,3.0946,1.0729,-0.3834,-1.935,5.499,0.0,0.0,0.0,0.3636
normal_detailed_slow_careful_0173.json,0,3471.99,88.963,0.0,144.6662,67.89,148.9065,0.0,284.727,0,4,1,24,0.7391,1.5837,-1.8727,3.4279,1.1506,-0.0284,-2.128,1.257,0.0417,0.0,0.0,0.1667
cheat_various_cheater_slow_careful_0116.json,1,2638.067,77.285,2.405,87.9356,19.2004,83.49,53.851,124.404,2,5,1,30,0.9,0.2661,-0.3062,1.3279,0.4681,0.1195,-0.686,1.586,0.0,0.0,0.0667,0.1667
normal_detailed_average_0282.json,0,3454.425,60.624,1.312,115.1475,55.9539,91.358,48.291,230.3,1,3,1,30,0.7,0.7091,-0.3423,1.6691,0.5072,-0.0805,-1.686,-0.414,0.0,0.0,0.0333,0.1
cheat_various_cheater_slow_careful_0383.json,1,2660.964,61.365,11.447,88.6988,21.2404,84.821,52.279,124.815,0,6,1,30,0.8667,0.263,-0.3049,1.3639,0.4446,0.0862,-2.686,2.586,0.0,0.0,0.0,0.2
normal_detailed_overconfident_0285.json,0,2154.564,43.665,1.122,71.8188,29.0077,66.0545,27.543,130.975,0,1,1,30,0.4667,-0.4321,-1.5282,0.3958,0.4562,-0.3138,-2.686,-2.414,0.0333,0.0333,0.0,0.0333
cheat_various_cheater_tab_switcher_0243.json,1,2143.531,56.615,0.994,71.451,20.242,68.758,42.042,108.107,16,0,2,30,0.8667,-0.1645,-1.2522,1.7659,0.7073,0.0862,13.314,-3.414,0.0,0.0,0.5333,0.0
normal_detailed_overconfident_0143.json,0,2121.386,41.883,2.032,70.7129,31.732,61.6295,22.805,133.644,0,0,1,30,0.4667,-0.5024,-1.7141,0.3911,0.4819,-0.3138,-2.686,-3.414,0.0667,0.0667,0.0,0.0
normal_detailed_struggler_0129.json,0,2302.593,33.057,1.469,109.6473,106.0394,75.864,4.879,342.348,0,3,2,21,0.2381,0.1326,-2.7234,3.4126,1.7297,-0.5429,-1.858,0.619,0.2381,0.0952,0.0,0.1429
cheat_various_cheater_slow_careful_0100.json,1,2596.86,60.074,1.61,86.562,20.4957,82.8455,55.845,118.738,1,1,2,30,0.9333,0.2047,-0.5003,1.4354,0.4571,0.1528,-1.686,-2.414,0.0,0.0,0.0333,0.0333
normal_detailed_average_0451.json,0,3314.224,72.095,1.0,110.4741,51.5866,86.078,46.358,223.407,1,3,1,30,0.6333,0.6086,-0.4528,1.7218,0.5195,-0.1472,-1.686,-0.414,0.0,0.0,0.0333,0.1
cheat_various_cheater_smart_0186.json,1,2008.505,36.28,1.567,66.9502,21.5938,63.6495,31.346,115.199,5,1,3,30,0.9333,-0.478,-1.2507,1.1216,0.4885,0.1528,2.314,-2.414,0.0,0.0,0.1667,0.0333
cheat_various_pre_knowledge_0399.json,1,1222.392,24.058,1.335,40.7464,11.9609,39.1615,23.486,67.393,0,1,1,30,0.9333,-1.2522,-1.7715,-0.4603,0.298,0.1528,-2.686,-2.414,0.1667,0.1667,0.0,0.0333
cheat_various_cheater_tab_switcher_0351.json,1,2161.651,57.156,1.85,72.055,18.2038,67.733,43.768,113.636,14,0,3,30,0.9667,-0.2294,-1.0778,1.1936,0.4853,0.1862,11.314,-3.414,0.0,0.0,0.4667,0.0
cheat_various_cheater_smart_0169.json,1,1933.971,58.901,0.5,64.4657,18.2183,62.3095,31.529,95.187,3,0,1,30,1.0,-0.5275,-1.2417,0.4464,0.416,0.2195,0.314,-3.414,0.0,0.0,0.1,0.0
normal_detailed_slow_careful_0427.json,0,3478.724,61.95,0.0,128.8416,65.046,126.929,0.0,286.997,0,7,1,27,0.7692,1.3832,-2.9082,3.0041,1.144,-0.02,-2.416,3.897,0.037,0.0,0.0,0.2593
cheat_various_cheater_smart_0240.json,1,1944.927,46.88,1.571,64.8309,17.3396,66.711,39.4,96.498,3,1,1,30,0.8667,-0.4871,-1.3963,0.1103,0.4035,0.0862,0.314,-2.414,0.0,0.0,0.1,0.0333
normal_detailed_overconfident_0114.json,0,2264.981,41.837,1.291,75.4994,32.3742,67.5905,20.383,140.134,0,1,1,30,0.5667,-0.3593,-1.849,0.364,0.4753,-0.2138,-2.686,-2.414,0.0333,0.0333,0.0,0.0333
cheat_various_cheater_tab_switcher_0097.json,1,2223.991,48.135,1.351,74.133,17.0681,73.8635,42.183,125.842,14,1,2,30,0.9,-0.0697,-1.3084,1.3455,0.7341,0.1195,11.314,-2.414,0.0,0.0,0.4667,0.0333
normal_detailed_average_0406.json,0,3271.799,42.719,1.777,109.06,47.288,86.758,44.205,199.026,0,8,1,30,0.7667,0.6324,-0.643,1.6437,0.5189,-0.0138,-2.686,4.586,0.0,0.0,0.0,0.2667
cheat_various_cheater_tab_switcher_0326.json,1,2261.648,89.817,2.189,75.3883,17.0913,74.5765,46.154,126.68,17,0,2,30,0.9,-0.0734,-0.9589,1.9281,0.5879,0.1195,14.314,-3.414,0.0,0.0,0.5667,0.0
cheat_various_pre_knowledge_0244.json,1,1276.39,30.555,0.653,42.5463,12.496,41.783,21.13,64.021,0,0,1,30,1.0,-1.2114,-1.8483,-0.4428,0.3553,0.2195,-2.686,-3.414,0.2333,0.2333,0.0,0.0
cheat_various_cheater_tab_switcher_0263.json,1,2171.511,61.619,2.07,72.3837,15.1847,69.5625,43.563,108.855,21,0,1,30,0.8667,-0.1432,-0.9629,1.7563,0.672,0.0862,18.314,-3.414,0.0,0.0,0.7,0.0
normal_detailed_average_0426.json,0,3350.089,52.751,1.419,111.6696,51.8201,89.011,52.119,216.368,0,2,2,30,0.7333,0.6682,-0.1289,1.4392,0.4774,-0.0472,-2.686,-1.414,0.0,0.0,0.0,0.0667
normal_detailed_average_0076.json,0,3402.183,68.422,1.0,113.4061,48.8344,99.9695,47.533,204.168,0,6,2,30,0.6333,0.7365,-0.3395,1.389,0.3951,-0.1472,-2.686,2.586,0.0,0.0,0.0,0.2
normal_detailed_average_0099.json,0,3519.469,57.022,1.503,117.3156,50.6943,96.941,57.739,225.582,1,4,3,30,0.7333,0.8763,0.1004,2.4513,0.5071,-0.0472,-1.686,0.586,0.0,0.0,0.0333,0.1333
cheat_various_cheater_slow_careful_0462.json,1,2586.152,52.377,0.754,86.2051,20.3116,80.485,53.727,125.302,1,4,3,30,0.9667,0.1851,-0.2894,1.3918,0.4235,0.1862,-1.686,0.586,0.0,0.0,0.0333,0.1333
normal_detailed_slow_careful_0057.json,0,3454.458,40.371,0.0,132.8638,59.2687,125.785,0.0,244.812,0,6,1,26,0.72,1.5529,-1.8429,3.2783,1.1248,-0.0602,-2.321,3.049,0.0385,0.0,0.0,0.2308
cheat_various_pre_knowledge_0090.json,1,1347.61,28.304,1.83,44.9203,13.8035,42.975,22.661,76.133,0,1,1,30,1.0,-1.1534,-1.9817,-0.5342,0.319,0.2195,-2.686,-2.414,0.1,0.1,0.0,0.0333
normal_detailed_slow_careful_0407.json,0,3549.659,92.646,0.0,141.9864,71.2497,115.211,0.0,276.844,0,6,1,25,0.875,1.8813,-1.9067,3.4352,1.128,0.0863,-2.234,3.127,0.04,0.0,0.0,0.24
normal_detailed_average_0133.json,0,3358.2,58.984,1.206,111.94,58.5501,89.6675,50.778,235.454,0,3,1,30,0.7,0.5622,-0.7968,1.7493,0.5267,-0.0805,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_topper_0414.json,0,2553.29,47.326,2.533,85.1097,38.8405,76.9705,39.182,161.073,0,0,1,30,0.7667,-0.1383,-0.7788,0.5675,0.3898,-0.0138,-2.686,-3.414,0.0,0.0,0.0,0.0
cheat_various_cheater_tab_switcher_0058.json,1,2104.659,73.19,0.605,70.1553,14.9392,67.1965,46.308,102.706,18,0,2,30,0.8667,-0.1973,-1.1543,1.1076,0.6558,0.0862,15.314,-3.414,0.0,0.0,0.6,0.0
cheat_various_pre_knowledge_0213.json,1,1272.705,30.847,1.263,42.4235,10.63,41.267,27.352,71.006,0,0,1,30,0.9333,-1.1782,-1.54,-0.7108,0.2006,0.1528,-2.686,-3.414,0.0333,0.0333,0.0,0.0
normal_detailed_overconfident_0358.json,0,2037.357,53.961,1.0,67.9119,29.2187,60.445,11.856,132.725,0,1,1,30,0.6333,-0.4898,-2.3778,0.4677,0.6695,-0.1472,-2.686,-2.414,0.1,0.0667,0.0,0.0333
cheat_various_cheater_tab_switcher_0234.json,1,1993.975,49.134,1.745,66.4658,13.6789,63.6565,48.482,93.942,13,0,2,30,0.8333,-0.3363,-1.1232,0.3687,0.4046,0.0528,10.314,-3.414,0.0,0.0,0.4333,0.0
cheat_various_cheater_slow_careful_0161.json,1,2700.679,72.283,1.588,90.0226,23.3921,84.041,51.169,140.355,1,6,1,30,0.9333,0.2866,-0.2676,1.4361,0.4537,0.1528,-1.686,2.586,0.0,0.0,0.0333,0.2
normal_detailed_slow_careful_0387.json,0,3501.572,76.826,0.0,134.6758,65.6737,112.664,0.0,257.955,0,6,1,26,0.76,1.5401,-1.8075,3.2025,0.9684,-0.0205,-2.305,3.034,0.0385,0.0,0.0,0.2308
cheat_various_cheater_tab_switcher_0222.json,1,2083.362,78.783,2.039,69.4454,14.8839,68.7145,43.557,92.439,12,1,1,30,0.9,-0.2671,-1.1215,1.315,0.5009,0.1195,9.314,-2.414,0.0,0.0,0.4,0.0333
normal_detailed_average_0467.json,0,3192.112,56.399,1.758,106.4037,49.0065,94.621,42.564,202.703,0,1,1,30,0.5,0.4838,-0.5815,1.2396,0.4556,-0.2805,-2.686,-2.414,0.0,0.0,0.0,0.0333
normal_detailed_average_0037.json,0,3432.044,63.826,1.035,114.4015,49.321,96.022,49.584,228.626,0,6,3,30,0.7,0.7973,-0.2219,1.9181,0.5228,-0.0805,-2.686,2.586,0.0,0.0,0.0,0.2
normal_detailed_average_0488.json,0,3377.626,38.145,1.251,112.5875,54.4466,97.4155,39.145,230.355,0,5,3,30,0.7333,0.668,-0.9202,1.8504,0.7305,-0.0472,-2.686,1.586,0.0,0.0,0.0,0.1667
cheat_various_cheater_slow_careful_0073.json,1,2643.998,54.588,1.44,88.1333,19.9365,85.2335,55.355,122.478,0,6,1,30,0.9333,0.2574,-0.3598,1.412,0.4444,0.1528,-2.686,2.586,0.0,0.0,0.0,0.2
normal_detailed_slow_careful_0446.json,0,3555.283,63.983,0.0,131.6771,68.5331,121.16,0.0,256.679,0,6,1,27,0.7308,1.2357,-1.8727,2.3925,0.8416,-0.0459,-2.392,2.925,0.037,0.0,0.0,0.2222
cheat_various_cheater_tab_switcher_0019.json,1,2158.704,57.548,1.653,71.9568,15.1221,72.365,45.392,101.361,16,0,3,30,0.9,-0.1173,-1.1519,1.2429,0.6589,0.1195,13.314,-3.414,0.0,0.0,0.5333,0.0
normal_detailed_slow_careful_0295.json,0,3580.132,92.337,0.0,127.8619,62.4514,116.641,0.0,252.486,0,5,2,28,0.7778,1.459,-1.9067,2.7835,1.0069,-0.0088,-2.499,1.799,0.0357,0.0,0.0,0.1786
normal_detailed_struggler_0236.json,0,2044.0,63.33,1.445,97.3333,48.8456,88.627,23.908,211.564,1,7,2,21,0.4286,0.2831,-1.6714,2.8563,1.052,-0.348,-0.845,4.574,0.0476,0.0476,0.0476,0.3333
cheat_various_cheater_tab_switcher_0330.json,1,2126.432,55.321,1.536,70.8811,14.0012,72.198,49.819,102.109,12,2,1,30,0.8667,-0.1137,-1.1321,2.0333,0.7239,0.0862,9.314,-1.414,0.0,0.0,0.4,0.0667
normal_detailed_struggler_0164.json,0,3150.865,42.264,1.159,136.9941,121.0484,102.458,9.52,411.044,0,5,4,23,0.3913,0.7252,-2.4551,4.0103,1.741,-0.3897,-2.04,2.367,0.1304,0.087,0.0,0.2174
cheat_various_cheater_tab_switcher_0062.json,1,1998.184,75.402,2.022,66.6061,17.1469,66.703,39.382,102.378,10,1,1,30,0.9,-0.3536,-1.415,1.2311,0.6405,0.1195,7.314,-2.414,0.0,0.0,0.3333,0.0333
normal_detailed_struggler_0471.json,0,2696.488,50.966,1.242,117.2386,96.3265,79.886,23.38,347.262,0,9,2,23,0.4348,0.2928,-1.7154,3.463,1.3264,-0.3409,-2.049,6.385,0.0435,0.0435,0.0,0.3913
cheat_various_pre_knowledge_0415.json,1,1259.474,32.264,1.317,41.9825,11.8376,40.466,19.027,66.619,0,0,1,30,0.9667,-1.1998,-1.9739,-0.4842,0.3459,0.1862,-2.686,-3.414,0.2,0.2,0.0,0.0
cheat_various_pre_knowledge_0045.json,1,1250.896,25.81,1.391,41.6965,8.5222,41.961,26.196,57.734,0,1,1,30,1.0,-1.2087,-1.6809,-0.629,0.2171,0.2195,-2.686,-2.414,0.1,0.1,0.0,0.0333
normal_detailed_slow_careful_0082.json,0,3549.292,67.155,0.0,136.5112,71.7687,122.7925,0.0,295.561,0,7,1,26,0.72,1.4755,-2.8479,2.8966,1.0957,-0.0654,-2.349,4.011,0.0385,0.0,0.0,0.2692
cheat_various_cheater_smart_0466.json,1,1944.555,43.595,1.342,64.8185,17.6039,62.192,36.36,106.228,2,2,2,30,0.9667,-0.5206,-1.0381,0.1782,0.2945,0.1862,-0.686,-1.414,0.0,0.0,0.0667,0.0667
cheat_various_cheater_smart_0036.json,1,1962.354,54.002,1.446,65.4118,16.6733,69.8445,32.973,93.616,5,1,5,30,0.9333,-0.4609,-1.1689,1.1898,0.4626,0.1528,2.314,-2.414,0.0,0.0,0.1667,0.0333
normal_detailed_average_0365.json,0,3438.758,67.281,1.797,114.6253,51.9666,101.0505,55.71,222.081,0,7,1,30,0.6333,0.7563,-0.2089,2.3103,0.5877,-0.1472,-2.686,3.586,0.0,0.0,0.0,0.2333
cheat_various_cheater_slow_careful_0321.json,1,2655.768,68.511,1.166,88.5256,20.589,82.308,56.644,121.445,0,4,1,30,0.8667,0.2692,-0.2866,1.4838,0.487,0.0862,-2.686,0.586,0.0,0.0,0.0,0.1333
normal_detailed_average_0220.json,0,3237.125,76.481,2.5,107.9042,54.5011,90.9915,46.652,237.511,0,3,2,30,0.7333,0.5034,-0.7542,1.8055,0.6367,-0.0472,-2.686,-0.414,0.0,0.0,0.0,0.1
cheat_various_cheater_smart_0173.json,1,1973.346,30.667,1.875,65.7782,20.9183,67.2455,29.709,107.876,5,1,2,30,1.0,-0.5307,-1.3558,0.4756,0.3838,0.2195,2.314,-2.414,0.0,0.0,0.1667,0.0333
cheat_various_pre_knowledge_0291.json,1,1210.498,34.997,2.089,40.3499,11.9881,39.8225,16.21,62.779,0,0,1,30,0.9333,-1.2725,-2.1286,-0.6327,0.3521,0.1528,-2.686,-3.414,0.2333,0.2333,0.0,0.0
normal_detailed_average_0332.json,0,3201.351,79.346,1.104,106.7117,46.396,92.883,44.074,220.526,0,2,2,30,0.6333,0.5772,-0.5289,1.5051,0.4778,-0.1472,-2.686,-1.414,0.0,0.0,0.0,0.0667
cheat_various_cheater_tab_switcher_0259.json,1,2076.002,74.318,1.265,69.2001,14.2051,66.888,38.245,112.103,13,1,3,30,0.8,-0.1918,-1.3109,1.1115,0.6361,0.0195,10.314,-2.414,0.0,0.0,0.4333,0.0333
cheat_various_cheater_smart_0061.json,1,1999.116,37.147,1.987,66.6372,20.8397,65.8235,33.176,112.384,2,3,4,30,0.9333,-0.4535,-1.6325,1.0634,0.5627,0.1528,-0.686,-0.414,0.0333,0.0333,0.0667,0.1
cheat_various_cheater_slow_careful_0376.json,1,2581.437,61.4,0.5,86.0479,21.3876,82.383,54.751,118.864,0,3,1,30,0.7667,0.1524,-0.2708,0.767,0.2999,-0.0138,-2.686,-0.414,0.0,0.0,0.0,0.1
cheat_various_cheater_slow_careful_0419.json,1,2596.406,63.625,1.656,86.5469,19.1009,84.2485,56.228,117.418,1,2,1,30,0.9667,0.2119,-0.4053,1.4199,0.4131,0.1862,-1.686,-1.414,0.0,0.0,0.0333,0.0667
cheat_various_cheater_tab_switcher_0166.json,1,2049.894,52.153,1.782,68.3298,17.3687,68.177,44.282,110.244,15,1,1,30,0.9,-0.2644,-1.231,1.4205,0.7201,0.1195,12.314,-2.414,0.0,0.0,0.5,0.0333
normal_detailed_struggler_0060.json,0,2529.156,21.659,2.08,101.1662,81.0397,80.272,13.587,300.89,0,10,4,25,0.28,0.142,-2.3332,2.4512,1.3835,-0.502,-2.231,7.142,0.12,0.04,0.0,0.4
normal_detailed_struggler_0430.json,0,2451.191,4.044,2.951,111.4178,101.5968,92.893,3.146,433.444,0,7,3,22,0.3636,0.2773,-2.7667,4.6199,1.6976,-0.4051,-1.952,4.473,0.2273,0.1364,0.0,0.3182
cheat_various_cheater_smart_0427.json,1,1996.946,34.5,16.351,66.5649,19.4359,66.717,34.938,99.484,3,1,1,30,0.8667,-0.4726,-1.1963,1.0544,0.47,0.0862,0.314,-2.414,0.0,0.0,0.1,0.0333
normal_detailed_struggler_0349.json,0,2756.48,10.269,1.552,114.8533,103.544,85.716,5.145,423.652,0,11,3,24,0.4583,0.4778,-2.6709,4.6777,1.7767,-0.3264,-2.146,8.252,0.125,0.0833,0.0,0.4583
normal_detailed_slow_careful_0240.json,0,3408.305,36.867,0.0,131.0887,69.6779,116.3755,0.0,260.369,0,6,1,26,0.84,1.4447,-1.9017,3.403,1.1548,0.0546,-2.349,3.011,0.0385,0.0,0.0,0.2308
normal_detailed_average_0261.json,0,3317.718,62.174,1.317,110.5906,50.868,88.868,55.159,221.09,0,3,4,30,0.8333,0.6438,-0.5133,1.9353,0.5116,0.0528,-2.686,-0.414,0.0,0.0,0.0,0.1
cheat_various_cheater_smart_0098.json,1,1960.645,51.395,1.625,65.3548,17.3806,67.999,30.507,95.338,5,0,4,30,1.0,-0.4913,-1.3101,0.4833,0.3995,0.2195,2.314,-3.414,0.0,0.0,0.1667,0.0
cheat_various_cheater_smart_0132.json,1,1890.474,35.727,2.161,63.0158,22.924,59.0535,23.477,106.933,3,1,1,30,0.9333,-0.6414,-1.6957,1.0065,0.4801,0.1528,0.314,-2.414,0.0333,0.0333,0.1,0.0333
normal_detailed_struggler_0172.json,0,3437.674,26.142,1.098,143.2364,130.6976,104.58,29.051,493.99,0,9,5,24,0.375,1.1703,-1.5634,5.165,1.9318,-0.4092,-2.133,6.262,0.0417,0.0,0.0,0.375
cheat_various_cheater_tab_switcher_0218.json,1,2104.996,63.603,1.421,70.1665,13.4848,65.273,48.688,93.489,15,1,2,30,0.9333,-0.1837,-1.1184,0.5827,0.5212,0.1528,12.314,-2.414,0.0,0.0,0.5,0.0333
cheat_various_cheater_smart_0165.json,1,1940.368,67.744,1.829,64.6789,20.7161,66.697,22.181,105.935,4,1,1,30,0.9667,-0.538,-1.7827,0.9688,0.5944,0.1862,1.314,-2.414,0.0667,0.0667,0.1333,0.0333
cheat_various_cheater_slow_careful_0337.json,1,2623.5,60.616,1.921,87.45,21.153,84.4945,60.039,127.609,0,5,1,30,0.9333,0.2066,-0.2609,0.7986,0.3198,0.1528,-2.686,1.586,0.0,0.0,0.0,0.1667
normal_detailed_average_0372.json,0,3351.712,62.784,1.502,111.7237,57.7355,94.634,40.285,251.964,0,4,2,30,0.7333,0.6258,-0.9057,1.9908,0.6912,-0.0472,-2.686,0.586,0.0,0.0,0.0,0.1333
cheat_various_cheater_smart_0021.json,1,2064.751,46.043,1.626,68.825,22.5477,72.7605,21.118,106.992,2,3,3,30,0.9,-0.4338,-1.8287,1.1387,0.5789,0.1195,-0.686,-0.414,0.0667,0.0667,0.0667,0.1
normal_detailed_overconfident_0230.json,0,2052.083,45.921,2.095,68.4028,31.1636,60.999,3.0,152.866,0,2,1,30,0.5333,-0.5574,-2.931,0.7824,0.6556,-0.2472,-2.686,-1.414,0.0333,0.0,0.0,0.0667
cheat_various_pre_knowledge_0394.json,1,1236.282,34.273,1.979,41.2094,10.2285,40.546,20.589,67.007,0,0,1,30,0.9333,-1.2294,-1.8477,-0.6018,0.3133,0.1528,-2.686,-3.414,0.2,0.1667,0.0,0.0
cheat_various_pre_knowledge_0052.json,1,1255.461,34.311,1.463,41.8487,11.2493,43.7405,17.759,67.138,0,0,1,30,0.9667,-1.2206,-2.0707,-0.5692,0.2778,0.1862,-2.686,-3.414,0.1,0.1,0.0,0.0
normal_detailed_struggler_0466.json,0,2192.876,38.507,1.298,104.4227,79.2991,77.883,12.517,321.751,0,10,2,21,0.4286,0.6241,-1.8642,3.0689,1.5389,-0.3643,-1.9,7.607,0.1429,0.0952,0.0,0.4762
normal_detailed_topper_0086.json,0,2366.257,52.803,1.842,78.8752,37.3442,65.766,35.48,155.947,0,0,1,30,0.8667,-0.3264,-1.0254,0.4888,0.4149,0.0862,-2.686,-3.414,0.0,0.0,0.0,0.0
normal_detailed_overconfident_0322.json,0,2132.618,47.686,2.156,71.0873,27.459,65.971,31.377,129.194,0,1,1,30,0.5333,-0.4037,-1.5275,0.8529,0.5412,-0.2472,-2.686,-2.414,0.0333,0.0,0.0,0.0333
